lr-Adam,step,training_loss,epoch,val_loss,val_rmse,test_loss,test_rmse,test_var_pit,test_crps,test_ignorance,test_int_score,int_coverage,int_med_width,int_av_width
,6099,-137.192138671875,29,,,,,,,,,,,
0.0001,6119,,,,,,,,,,,,,
,6119,-179.03111267089844,29,,,,,,,,,,,
,6135,,29,-0.10715315490961075,0.23564819991588593,,,,,,,,,
0.0001,6139,,,,,,,,,,,,,
,6139,-16.984886169433594,29,,,,,,,,,,,
0.0001,6159,,,,,,,,,,,,,
,6159,4.2503509521484375,29,,,,,,,,,,,
0.0001,6179,,,,,,,,,,,,,
,6179,-162.7677764892578,29,,,,,,,,,,,
0.0001,6199,,,,,,,,,,,,,
,6199,105.1093521118164,29,,,,,,,,,,,
0.0001,6219,,,,,,,,,,,,,
,6219,-15.269641876220703,29,,,,,,,,,,,
0.0001,6239,,,,,,,,,,,,,
,6239,-16.34130096435547,29,,,,,,,,,,,
,6239,,29,-0.1065242812037468,0.23566094040870667,,,,,,,,,
0.0001,6259,,,,,,,,,,,,,
,6259,7.184200286865234,30,,,,,,,,,,,
0.0001,6279,,,,,,,,,,,,,
,6279,-238.0323944091797,30,,,,,,,,,,,
0.0001,6299,,,,,,,,,,,,,
,6299,-107.07844543457031,30,,,,,,,,,,,
0.0001,6319,,,,,,,,,,,,,
,6319,-83.75226593017578,30,,,,,,,,,,,
0.0001,6339,,,,,,,,,,,,,
,6339,304.6000061035156,30,,,,,,,,,,,
,6343,,30,-0.10707813501358032,0.23561860620975494,,,,,,,,,
0.0001,6359,,,,,,,,,,,,,
,6359,-0.6050872802734375,30,,,,,,,,,,,
0.0001,6379,,,,,,,,,,,,,
,6379,-236.20474243164062,30,,,,,,,,,,,
0.0001,6399,,,,,,,,,,,,,
,6399,46.377159118652344,30,,,,,,,,,,,
0.0001,6419,,,,,,,,,,,,,
,6419,32.010345458984375,30,,,,,,,,,,,
0.0001,6439,,,,,,,,,,,,,
,6439,-183.24746704101562,30,,,,,,,,,,,
,6447,,30,-0.10604529827833176,0.23567858338356018,,,,,,,,,
0.0001,6459,,,,,,,,,,,,,
,6459,-50.703914642333984,31,,,,,,,,,,,
0.0001,6479,,,,,,,,,,,,,
,6479,48.052215576171875,31,,,,,,,,,,,
0.0001,6499,,,,,,,,,,,,,
,6499,-94.19430541992188,31,,,,,,,,,,,
0.0001,6519,,,,,,,,,,,,,
,6519,0.6718120574951172,31,,,,,,,,,,,
0.0001,6539,,,,,,,,,,,,,
,6539,-142.19888305664062,31,,,,,,,,,,,
,6551,,31,-0.10724688321352005,0.23560363054275513,,,,,,,,,
0.0001,6559,,,,,,,,,,,,,
,6559,-15.894659042358398,31,,,,,,,,,,,
0.0001,6579,,,,,,,,,,,,,
,6579,1.086374282836914,31,,,,,,,,,,,
0.0001,6599,,,,,,,,,,,,,
,6599,-228.47946166992188,31,,,,,,,,,,,
0.0001,6619,,,,,,,,,,,,,
,6619,-249.6351318359375,31,,,,,,,,,,,
0.0001,6639,,,,,,,,,,,,,
,6639,-126.53614807128906,31,,,,,,,,,,,
,6655,,31,-0.10645931214094162,0.2356671243906021,,,,,,,,,
0.0001,6659,,,,,,,,,,,,,
,6659,-29.558523178100586,32,,,,,,,,,,,
0.0001,6679,,,,,,,,,,,,,
,6679,-69.45807647705078,32,,,,,,,,,,,
0.0001,6699,,,,,,,,,,,,,
,6699,-71.8375244140625,32,,,,,,,,,,,
0.0001,6719,,,,,,,,,,,,,
,6719,-45.307212829589844,32,,,,,,,,,,,
0.0001,6739,,,,,,,,,,,,,
,6739,-133.3497772216797,32,,,,,,,,,,,
0.0001,6759,,,,,,,,,,,,,
,6759,-63.37652587890625,32,,,,,,,,,,,
,6759,,32,-0.1073032021522522,0.2356390655040741,,,,,,,,,
0.0001,6779,,,,,,,,,,,,,
,6779,48.64966583251953,32,,,,,,,,,,,
0.0001,6799,,,,,,,,,,,,,
,6799,-106.45391845703125,32,,,,,,,,,,,
0.0001,6819,,,,,,,,,,,,,
,6819,-92.3024673461914,32,,,,,,,,,,,
0.0001,6839,,,,,,,,,,,,,
,6839,-48.42789077758789,32,,,,,,,,,,,
0.0001,6859,,,,,,,,,,,,,
,6859,-168.43576049804688,32,,,,,,,,,,,
,6863,,32,-0.10683950781822205,0.23564548790454865,,,,,,,,,
0.0001,6879,,,,,,,,,,,,,
,6879,-220.49053955078125,33,,,,,,,,,,,
0.0001,6899,,,,,,,,,,,,,
,6899,-239.91868591308594,33,,,,,,,,,,,
0.0001,6919,,,,,,,,,,,,,
,6919,-223.7252960205078,33,,,,,,,,,,,
0.0001,6939,,,,,,,,,,,,,
,6939,-140.34153747558594,33,,,,,,,,,,,
0.0001,6959,,,,,,,,,,,,,
,6959,-34.205326080322266,33,,,,,,,,,,,
,6967,,33,-0.10710755735635757,0.23559753596782684,,,,,,,,,
0.0001,6979,,,,,,,,,,,,,
,6979,224.72618103027344,33,,,,,,,,,,,
0.0001,6999,,,,,,,,,,,,,
,6999,-46.97233963012695,33,,,,,,,,,,,
0.0001,7019,,,,,,,,,,,,,
,7019,-131.13612365722656,33,,,,,,,,,,,
0.0001,7039,,,,,,,,,,,,,
,7039,-116.94866180419922,33,,,,,,,,,,,
0.0001,7059,,,,,,,,,,,,,
,7059,-190.53811645507812,33,,,,,,,,,,,
,7071,,33,-0.10673550516366959,0.23562520742416382,,,,,,,,,
0.0001,7079,,,,,,,,,,,,,
,7079,63.16291809082031,34,,,,,,,,,,,
0.0001,7099,,,,,,,,,,,,,
,7099,-115.54226684570312,34,,,,,,,,,,,
0.0001,7119,,,,,,,,,,,,,
,7119,-133.2195281982422,34,,,,,,,,,,,
0.0001,7139,,,,,,,,,,,,,
,7139,-129.74623107910156,34,,,,,,,,,,,
0.0001,7159,,,,,,,,,,,,,
,7159,-192.68295288085938,34,,,,,,,,,,,
,7175,,34,-0.10708019137382507,0.2356283813714981,,,,,,,,,
0.0001,7179,,,,,,,,,,,,,
,7179,-9.608739852905273,34,,,,,,,,,,,
0.0001,7199,,,,,,,,,,,,,
,7199,70.74481201171875,34,,,,,,,,,,,
0.0001,7219,,,,,,,,,,,,,
,7219,-156.89422607421875,34,,,,,,,,,,,
0.0001,7239,,,,,,,,,,,,,
,7239,154.15936279296875,34,,,,,,,,,,,
0.0001,7259,,,,,,,,,,,,,
,7259,25.261734008789062,34,,,,,,,,,,,
0.0001,7279,,,,,,,,,,,,,
,7279,-3.9401702880859375,34,,,,,,,,,,,
,7279,,34,-0.10634838789701462,0.23563866317272186,,,,,,,,,
0.0001,7299,,,,,,,,,,,,,
,7299,-37.85680389404297,35,,,,,,,,,,,
0.0001,7319,,,,,,,,,,,,,
,7319,-220.26304626464844,35,,,,,,,,,,,
0.0001,7339,,,,,,,,,,,,,
,7339,-107.94970703125,35,,,,,,,,,,,
0.0001,7359,,,,,,,,,,,,,
,7359,-90.74591064453125,35,,,,,,,,,,,
0.0001,7379,,,,,,,,,,,,,
,7379,275.02154541015625,35,,,,,,,,,,,
,7383,,35,-0.10702984780073166,0.2356388121843338,,,,,,,,,
0.0001,7399,,,,,,,,,,,,,
,7399,-18.05533218383789,35,,,,,,,,,,,
0.0001,7419,,,,,,,,,,,,,
,7419,-257.5968933105469,35,,,,,,,,,,,
0.0001,7439,,,,,,,,,,,,,
,7439,56.66417694091797,35,,,,,,,,,,,
0.0001,7459,,,,,,,,,,,,,
,7459,41.498756408691406,35,,,,,,,,,,,
0.0001,7479,,,,,,,,,,,,,
,7479,-178.459716796875,35,,,,,,,,,,,
,7487,,35,-0.10620825737714767,0.23562708497047424,,,,,,,,,
0.0001,7499,,,,,,,,,,,,,
,7499,-53.21186065673828,36,,,,,,,,,,,
0.0001,7519,,,,,,,,,,,,,
,7519,35.22699737548828,36,,,,,,,,,,,
0.0001,7539,,,,,,,,,,,,,
,7539,-87.8871078491211,36,,,,,,,,,,,
0.0001,7559,,,,,,,,,,,,,
,7559,8.482095718383789,36,,,,,,,,,,,
0.0001,7579,,,,,,,,,,,,,
,7579,-139.73208618164062,36,,,,,,,,,,,
,7591,,36,-0.1064901053905487,0.23561598360538483,,,,,,,,,
0.0001,7599,,,,,,,,,,,,,
,7599,-33.83513259887695,36,,,,,,,,,,,
0.0001,7619,,,,,,,,,,,,,
,7619,12.097333908081055,36,,,,,,,,,,,
0.0001,7639,,,,,,,,,,,,,
,7639,-202.63427734375,36,,,,,,,,,,,
0.0001,7659,,,,,,,,,,,,,
,7659,-238.08961486816406,36,,,,,,,,,,,
0.0001,7679,,,,,,,,,,,,,
,7679,-133.9752655029297,36,,,,,,,,,,,
,7695,,36,-0.10664425045251846,0.2356419861316681,,,,,,,,,
0.0001,7699,,,,,,,,,,,,,
,7699,-3.3899269104003906,37,,,,,,,,,,,
0.0001,7719,,,,,,,,,,,,,
,7719,-73.1378402709961,37,,,,,,,,,,,
0.0001,7739,,,,,,,,,,,,,
,7739,-99.69625854492188,37,,,,,,,,,,,
0.0001,7759,,,,,,,,,,,,,
,7759,-25.755041122436523,37,,,,,,,,,,,
0.0001,7779,,,,,,,,,,,,,
,7779,-123.11164093017578,37,,,,,,,,,,,
0.0001,7799,,,,,,,,,,,,,
,7799,-83.29015350341797,37,,,,,,,,,,,
,7799,,37,-0.10708442330360413,0.23558904230594635,,,,,,,,,
,7800,,32,,,-0.09792862832546234,38.43421936035156,0.07145076366254442,0.12378866970539093,0.09792861650281383,190.4569091796875,0.9519169027384324,120.37455749511719,148.0916748046875
0.01,19,,,,,,,,,,,,,
,19,612.86328125,0,,,,,,,,,,,
0.01,39,,,,,,,,,,,,,
,39,272.2572021484375,0,,,,,,,,,,,
0.01,59,,,,,,,,,,,,,
,59,146.31666564941406,0,,,,,,,,,,,
0.01,79,,,,,,,,,,,,,
,79,281.778076171875,0,,,,,,,,,,,
0.01,99,,,,,,,,,,,,,
,99,392.0307312011719,0,,,,,,,,,,,
,103,,0,-0.018007760867476463,0.24847905337810516,,,,,,,,,
0.01,119,,,,,,,,,,,,,
,119,250.9936981201172,0,,,,,,,,,,,
0.01,139,,,,,,,,,,,,,
,139,117.85747528076172,0,,,,,,,,,,,
0.01,159,,,,,,,,,,,,,
,159,55.6808967590332,0,,,,,,,,,,,
0.01,179,,,,,,,,,,,,,
,179,-58.99073028564453,0,,,,,,,,,,,
0.01,199,,,,,,,,,,,,,
,199,-10.191097259521484,0,,,,,,,,,,,
,207,,0,-0.05998603627085686,0.24144138395786285,,,,,,,,,
0.01,219,,,,,,,,,,,,,
,219,78.613037109375,1,,,,,,,,,,,
0.01,239,,,,,,,,,,,,,
,239,195.78366088867188,1,,,,,,,,,,,
0.01,259,,,,,,,,,,,,,
,259,-79.5066909790039,1,,,,,,,,,,,
0.01,279,,,,,,,,,,,,,
,279,50.33979034423828,1,,,,,,,,,,,
0.01,299,,,,,,,,,,,,,
,299,-12.800056457519531,1,,,,,,,,,,,
,311,,1,-0.057478971779346466,0.24051223695278168,,,,,,,,,
0.01,319,,,,,,,,,,,,,
,319,81.15516662597656,1,,,,,,,,,,,
0.01,339,,,,,,,,,,,,,
,339,-87.4095458984375,1,,,,,,,,,,,
0.01,359,,,,,,,,,,,,,
,359,67.62445068359375,1,,,,,,,,,,,
0.01,379,,,,,,,,,,,,,
,379,14.76562786102295,1,,,,,,,,,,,
0.01,399,,,,,,,,,,,,,
,399,109.99067687988281,1,,,,,,,,,,,
,415,,1,-0.07245808094739914,0.2392028570175171,,,,,,,,,
0.01,419,,,,,,,,,,,,,
,419,29.899837493896484,2,,,,,,,,,,,
0.01,439,,,,,,,,,,,,,
,439,67.8280029296875,2,,,,,,,,,,,
0.01,459,,,,,,,,,,,,,
,459,6.281159400939941,2,,,,,,,,,,,
0.01,479,,,,,,,,,,,,,
,479,-20.74620819091797,2,,,,,,,,,,,
0.01,499,,,,,,,,,,,,,
,499,-48.42420959472656,2,,,,,,,,,,,
0.01,519,,,,,,,,,,,,,
,519,61.98214340209961,2,,,,,,,,,,,
,519,,2,-0.06761264055967331,0.2380627691745758,,,,,,,,,
0.01,539,,,,,,,,,,,,,
,539,21.865764617919922,2,,,,,,,,,,,
0.01,559,,,,,,,,,,,,,
,559,-85.14096069335938,2,,,,,,,,,,,
0.01,579,,,,,,,,,,,,,
,579,17.138280868530273,2,,,,,,,,,,,
0.01,599,,,,,,,,,,,,,
,599,12.313274383544922,2,,,,,,,,,,,
0.01,619,,,,,,,,,,,,,
,619,-110.93014526367188,2,,,,,,,,,,,
,623,,2,-0.08057798445224762,0.23787350952625275,,,,,,,,,
0.01,639,,,,,,,,,,,,,
,639,-195.68081665039062,3,,,,,,,,,,,
0.01,659,,,,,,,,,,,,,
,659,-227.20968627929688,3,,,,,,,,,,,
0.01,679,,,,,,,,,,,,,
,679,-104.2503890991211,3,,,,,,,,,,,
0.01,699,,,,,,,,,,,,,
,699,-134.309326171875,3,,,,,,,,,,,
0.01,719,,,,,,,,,,,,,
,719,38.93661117553711,3,,,,,,,,,,,
,727,,3,-0.06372740119695663,0.24017970263957977,,,,,,,,,
0.01,739,,,,,,,,,,,,,
,739,-77.93310546875,3,,,,,,,,,,,
0.01,759,,,,,,,,,,,,,
,759,-130.21990966796875,3,,,,,,,,,,,
0.01,779,,,,,,,,,,,,,
,779,-22.414813995361328,3,,,,,,,,,,,
0.01,799,,,,,,,,,,,,,
,799,2.1732139587402344,3,,,,,,,,,,,
0.01,819,,,,,,,,,,,,,
,819,-119.19635009765625,3,,,,,,,,,,,
,831,,3,-0.07719790190458298,0.238954558968544,,,,,,,,,
0.01,839,,,,,,,,,,,,,
,839,41.076236724853516,4,,,,,,,,,,,
0.01,859,,,,,,,,,,,,,
,859,-92.02574157714844,4,,,,,,,,,,,
0.01,879,,,,,,,,,,,,,
,879,-49.047332763671875,4,,,,,,,,,,,
0.01,899,,,,,,,,,,,,,
,899,-167.79095458984375,4,,,,,,,,,,,
0.01,919,,,,,,,,,,,,,
,919,-138.44940185546875,4,,,,,,,,,,,
,935,,4,-0.07510779798030853,0.2378385066986084,,,,,,,,,
0.01,939,,,,,,,,,,,,,
,939,-94.35322570800781,4,,,,,,,,,,,
0.01,959,,,,,,,,,,,,,
,959,-224.67388916015625,4,,,,,,,,,,,
0.01,979,,,,,,,,,,,,,
,979,-92.07025146484375,4,,,,,,,,,,,
0.01,999,,,,,,,,,,,,,
,999,-106.73690795898438,4,,,,,,,,,,,
0.01,1019,,,,,,,,,,,,,
,1019,25.459049224853516,4,,,,,,,,,,,
0.01,1039,,,,,,,,,,,,,
,1039,-136.3091278076172,4,,,,,,,,,,,
,1039,,4,-0.08665915578603745,0.23744098842144012,,,,,,,,,
0.01,1059,,,,,,,,,,,,,
,1059,-13.987201690673828,5,,,,,,,,,,,
0.01,1079,,,,,,,,,,,,,
,1079,-36.38618469238281,5,,,,,,,,,,,
0.01,1099,,,,,,,,,,,,,
,1099,-122.12538146972656,5,,,,,,,,,,,
0.01,1119,,,,,,,,,,,,,
,1119,49.486083984375,5,,,,,,,,,,,
0.01,1139,,,,,,,,,,,,,
,1139,194.4047088623047,5,,,,,,,,,,,
,1143,,5,-0.07671524584293365,0.23738665878772736,,,,,,,,,
0.01,1159,,,,,,,,,,,,,
,1159,45.95478820800781,5,,,,,,,,,,,
0.01,1179,,,,,,,,,,,,,
,1179,33.7989616394043,5,,,,,,,,,,,
0.01,1199,,,,,,,,,,,,,
,1199,-17.441959381103516,5,,,,,,,,,,,
0.01,1219,,,,,,,,,,,,,
,1219,-113.70140838623047,5,,,,,,,,,,,
0.01,1239,,,,,,,,,,,,,
,1239,-74.83702087402344,5,,,,,,,,,,,
,1247,,5,-0.08405018597841263,0.23730003833770752,,,,,,,,,
0.01,1259,,,,,,,,,,,,,
,1259,59.649227142333984,6,,,,,,,,,,,
0.01,1279,,,,,,,,,,,,,
,1279,118.60409545898438,6,,,,,,,,,,,
0.01,1299,,,,,,,,,,,,,
,1299,-158.0337677001953,6,,,,,,,,,,,
0.01,1319,,,,,,,,,,,,,
,1319,12.015922546386719,6,,,,,,,,,,,
0.01,1339,,,,,,,,,,,,,
,1339,-18.18536376953125,6,,,,,,,,,,,
,1351,,6,-0.07827058434486389,0.23759280145168304,,,,,,,,,
0.01,1359,,,,,,,,,,,,,
,1359,54.114540100097656,6,,,,,,,,,,,
0.01,1379,,,,,,,,,,,,,
,1379,-108.81510925292969,6,,,,,,,,,,,
0.01,1399,,,,,,,,,,,,,
,1399,79.9049072265625,6,,,,,,,,,,,
0.01,1419,,,,,,,,,,,,,
,1419,12.394315719604492,6,,,,,,,,,,,
0.01,1439,,,,,,,,,,,,,
,1439,108.93467712402344,6,,,,,,,,,,,
,1455,,6,-0.08848946541547775,0.237104132771492,,,,,,,,,
0.01,1459,,,,,,,,,,,,,
,1459,-3.814359664916992,7,,,,,,,,,,,
0.01,1479,,,,,,,,,,,,,
,1479,-37.781463623046875,7,,,,,,,,,,,
0.01,1499,,,,,,,,,,,,,
,1499,2.2727298736572266,7,,,,,,,,,,,
0.01,1519,,,,,,,,,,,,,
,1519,-0.6497039794921875,7,,,,,,,,,,,
0.01,1539,,,,,,,,,,,,,
,1539,-84.04798889160156,7,,,,,,,,,,,
0.01,1559,,,,,,,,,,,,,
,1559,43.397682189941406,7,,,,,,,,,,,
,1559,,7,-0.07847227156162262,0.2374856323003769,,,,,,,,,
0.01,1579,,,,,,,,,,,,,
,1579,65.35554504394531,7,,,,,,,,,,,
0.01,1599,,,,,,,,,,,,,
,1599,-96.17805480957031,7,,,,,,,,,,,
0.01,1619,,,,,,,,,,,,,
,1619,-20.50896453857422,7,,,,,,,,,,,
0.01,1639,,,,,,,,,,,,,
,1639,8.219562530517578,7,,,,,,,,,,,
0.01,1659,,,,,,,,,,,,,
,1659,-112.14397430419922,7,,,,,,,,,,,
,1663,,7,-0.08681928366422653,0.23743365705013275,,,,,,,,,
0.01,1679,,,,,,,,,,,,,
,1679,-215.65199279785156,8,,,,,,,,,,,
0.01,1699,,,,,,,,,,,,,
,1699,-269.47198486328125,8,,,,,,,,,,,
0.01,1719,,,,,,,,,,,,,
,1719,-106.20724487304688,8,,,,,,,,,,,
0.01,1739,,,,,,,,,,,,,
,1739,-153.7451171875,8,,,,,,,,,,,
0.01,1759,,,,,,,,,,,,,
,1759,35.6954460144043,8,,,,,,,,,,,
,1767,,8,-0.08313620835542679,0.23714052140712738,,,,,,,,,
0.01,1779,,,,,,,,,,,,,
,1779,-123.2852783203125,8,,,,,,,,,,,
0.01,1799,,,,,,,,,,,,,
,1799,-163.29226684570312,8,,,,,,,,,,,
0.01,1819,,,,,,,,,,,,,
,1819,-8.493492126464844,8,,,,,,,,,,,
0.01,1839,,,,,,,,,,,,,
,1839,40.405418395996094,8,,,,,,,,,,,
0.01,1859,,,,,,,,,,,,,
,1859,-139.36715698242188,8,,,,,,,,,,,
,1871,,8,-0.09224121272563934,0.23597556352615356,,,,,,,,,
0.01,1879,,,,,,,,,,,,,
,1879,44.138763427734375,9,,,,,,,,,,,
0.01,1899,,,,,,,,,,,,,
,1899,-111.5238265991211,9,,,,,,,,,,,
0.01,1919,,,,,,,,,,,,,
,1919,-92.60301208496094,9,,,,,,,,,,,
0.01,1939,,,,,,,,,,,,,
,1939,-181.20980834960938,9,,,,,,,,,,,
0.01,1959,,,,,,,,,,,,,
,1959,-189.907958984375,9,,,,,,,,,,,
,1975,,9,-0.07502993941307068,0.23701560497283936,,,,,,,,,
0.01,1979,,,,,,,,,,,,,
,1979,-97.52951049804688,9,,,,,,,,,,,
0.01,1999,,,,,,,,,,,,,
,1999,-268.97967529296875,9,,,,,,,,,,,
0.01,2019,,,,,,,,,,,,,
,2019,-122.74725341796875,9,,,,,,,,,,,
0.01,2039,,,,,,,,,,,,,
,2039,-111.87077331542969,9,,,,,,,,,,,
0.01,2059,,,,,,,,,,,,,
,2059,-10.840087890625,9,,,,,,,,,,,
0.01,2079,,,,,,,,,,,,,
,2079,-133.63162231445312,9,,,,,,,,,,,
,2079,,9,-0.08877208828926086,0.23592667281627655,,,,,,,,,
0.01,2099,,,,,,,,,,,,,
,2099,-40.638092041015625,10,,,,,,,,,,,
0.01,2119,,,,,,,,,,,,,
,2119,-54.880828857421875,10,,,,,,,,,,,
0.01,2139,,,,,,,,,,,,,
,2139,-150.75888061523438,10,,,,,,,,,,,
0.01,2159,,,,,,,,,,,,,
,2159,45.77491760253906,10,,,,,,,,,,,
0.01,2179,,,,,,,,,,,,,
,2179,191.52423095703125,10,,,,,,,,,,,
,2183,,10,-0.0743163600564003,0.23768730461597443,,,,,,,,,
0.01,2199,,,,,,,,,,,,,
,2199,53.45267868041992,10,,,,,,,,,,,
0.01,2219,,,,,,,,,,,,,
,2219,63.195030212402344,10,,,,,,,,,,,
0.01,2239,,,,,,,,,,,,,
,2239,-30.895362854003906,10,,,,,,,,,,,
0.01,2259,,,,,,,,,,,,,
,2259,-133.16334533691406,10,,,,,,,,,,,
0.01,2279,,,,,,,,,,,,,
,2279,-95.10221099853516,10,,,,,,,,,,,
,2287,,10,-0.08937045931816101,0.23695284128189087,,,,,,,,,
0.001,2299,,,,,,,,,,,,,
,2299,-3.800384521484375,11,,,,,,,,,,,
0.001,2319,,,,,,,,,,,,,
,2319,65.90743255615234,11,,,,,,,,,,,
0.001,2339,,,,,,,,,,,,,
,2339,-154.44439697265625,11,,,,,,,,,,,
0.001,2359,,,,,,,,,,,,,
,2359,1.3053302764892578,11,,,,,,,,,,,
0.001,2379,,,,,,,,,,,,,
,2379,-76.56542205810547,11,,,,,,,,,,,
,2391,,11,-0.09793641418218613,0.23455674946308136,,,,,,,,,
0.001,2399,,,,,,,,,,,,,
,2399,39.634727478027344,11,,,,,,,,,,,
0.001,2419,,,,,,,,,,,,,
,2419,-109.07840728759766,11,,,,,,,,,,,
0.001,2439,,,,,,,,,,,,,
,2439,-0.337554931640625,11,,,,,,,,,,,
0.001,2459,,,,,,,,,,,,,
,2459,-44.125244140625,11,,,,,,,,,,,
0.001,2479,,,,,,,,,,,,,
,2479,13.974403381347656,11,,,,,,,,,,,
,2495,,11,-0.09898402541875839,0.2345094531774521,,,,,,,,,
0.001,2499,,,,,,,,,,,,,
,2499,6.197164535522461,12,,,,,,,,,,,
0.001,2519,,,,,,,,,,,,,
,2519,-54.00905990600586,12,,,,,,,,,,,
0.001,2539,,,,,,,,,,,,,
,2539,-38.676177978515625,12,,,,,,,,,,,
0.001,2559,,,,,,,,,,,,,
,2559,-32.731834411621094,12,,,,,,,,,,,
0.001,2579,,,,,,,,,,,,,
,2579,-131.385009765625,12,,,,,,,,,,,
0.001,2599,,,,,,,,,,,,,
,2599,5.701847076416016,12,,,,,,,,,,,
,2599,,12,-0.09849292784929276,0.23452693223953247,,,,,,,,,
0.001,2619,,,,,,,,,,,,,
,2619,-30.1734619140625,12,,,,,,,,,,,
0.001,2639,,,,,,,,,,,,,
,2639,-142.259521484375,12,,,,,,,,,,,
0.001,2659,,,,,,,,,,,,,
,2659,-61.95989990234375,12,,,,,,,,,,,
0.001,2679,,,,,,,,,,,,,
,2679,-30.126556396484375,12,,,,,,,,,,,
0.001,2699,,,,,,,,,,,,,
,2699,-125.94931030273438,12,,,,,,,,,,,
,2703,,12,-0.10096355527639389,0.23430511355400085,,,,,,,,,
0.001,2719,,,,,,,,,,,,,
,2719,-247.58273315429688,13,,,,,,,,,,,
0.001,2739,,,,,,,,,,,,,
,2739,-291.174072265625,13,,,,,,,,,,,
0.001,2759,,,,,,,,,,,,,
,2759,-144.58193969726562,13,,,,,,,,,,,
0.001,2779,,,,,,,,,,,,,
,2779,-174.3661651611328,13,,,,,,,,,,,
0.001,2799,,,,,,,,,,,,,
,2799,-37.89704132080078,13,,,,,,,,,,,
,2807,,13,-0.09971357882022858,0.23437391221523285,,,,,,,,,
0.001,2819,,,,,,,,,,,,,
,2819,-168.73114013671875,13,,,,,,,,,,,
0.001,2839,,,,,,,,,,,,,
,2839,-198.0332794189453,13,,,,,,,,,,,
0.001,2859,,,,,,,,,,,,,
,2859,-63.886993408203125,13,,,,,,,,,,,
0.001,2879,,,,,,,,,,,,,
,2879,4.633571624755859,13,,,,,,,,,,,
0.001,2899,,,,,,,,,,,,,
,2899,-208.86050415039062,13,,,,,,,,,,,
,2911,,13,-0.10158708691596985,0.23424844443798065,,,,,,,,,
0.001,2919,,,,,,,,,,,,,
,2919,36.44342041015625,14,,,,,,,,,,,
0.001,2939,,,,,,,,,,,,,
,2939,-85.99031066894531,14,,,,,,,,,,,
0.001,2959,,,,,,,,,,,,,
,2959,-156.69448852539062,14,,,,,,,,,,,
0.001,2979,,,,,,,,,,,,,
,2979,-206.1129608154297,14,,,,,,,,,,,
0.001,2999,,,,,,,,,,,,,
,2999,-166.73672485351562,14,,,,,,,,,,,
,3015,,14,-0.09874246269464493,0.23432618379592896,,,,,,,,,
0.001,3019,,,,,,,,,,,,,
,3019,-164.95053100585938,14,,,,,,,,,,,
0.001,3039,,,,,,,,,,,,,
,3039,-266.1322326660156,14,,,,,,,,,,,
0.001,3059,,,,,,,,,,,,,
,3059,-127.73483276367188,14,,,,,,,,,,,
0.001,3079,,,,,,,,,,,,,
,3079,-155.55386352539062,14,,,,,,,,,,,
0.001,3099,,,,,,,,,,,,,
,3099,-10.0791597366333,14,,,,,,,,,,,
0.001,3119,,,,,,,,,,,,,
,3119,-135.93809509277344,14,,,,,,,,,,,
,3119,,14,-0.10022497922182083,0.23429766297340393,,,,,,,,,
0.001,3139,,,,,,,,,,,,,
,3139,-48.23320007324219,15,,,,,,,,,,,
0.001,3159,,,,,,,,,,,,,
,3159,-94.92203521728516,15,,,,,,,,,,,
0.001,3179,,,,,,,,,,,,,
,3179,-152.379150390625,15,,,,,,,,,,,
0.001,3199,,,,,,,,,,,,,
,3199,41.93845748901367,15,,,,,,,,,,,
0.001,3219,,,,,,,,,,,,,
,3219,150.30850219726562,15,,,,,,,,,,,
,3223,,15,-0.09961064904928207,0.23425525426864624,,,,,,,,,
0.001,3239,,,,,,,,,,,,,
,3239,52.50848388671875,15,,,,,,,,,,,
0.001,3259,,,,,,,,,,,,,
,3259,-2.8954315185546875,15,,,,,,,,,,,
0.001,3279,,,,,,,,,,,,,
,3279,-36.054412841796875,15,,,,,,,,,,,
0.001,3299,,,,,,,,,,,,,
,3299,-136.69775390625,15,,,,,,,,,,,
0.001,3319,,,,,,,,,,,,,
,3319,-121.91988372802734,15,,,,,,,,,,,
,3327,,15,-0.10097832977771759,0.234300434589386,,,,,,,,,
0.001,3339,,,,,,,,,,,,,
,3339,-11.655414581298828,16,,,,,,,,,,,
0.001,3359,,,,,,,,,,,,,
,3359,86.39559936523438,16,,,,,,,,,,,
0.001,3379,,,,,,,,,,,,,
,3379,-150.63287353515625,16,,,,,,,,,,,
0.001,3399,,,,,,,,,,,,,
,3399,4.404560089111328,16,,,,,,,,,,,
0.001,3419,,,,,,,,,,,,,
,3419,-55.8182373046875,16,,,,,,,,,,,
,3431,,16,-0.09956158697605133,0.2341185212135315,,,,,,,,,
0.001,3439,,,,,,,,,,,,,
,3439,17.23467445373535,16,,,,,,,,,,,
0.001,3459,,,,,,,,,,,,,
,3459,-138.12295532226562,16,,,,,,,,,,,
0.001,3479,,,,,,,,,,,,,
,3479,27.247901916503906,16,,,,,,,,,,,
0.001,3499,,,,,,,,,,,,,
,3499,-32.922874450683594,16,,,,,,,,,,,
0.001,3519,,,,,,,,,,,,,
,3519,9.377361297607422,16,,,,,,,,,,,
,3535,,16,-0.10233641415834427,0.2341613918542862,,,,,,,,,
0.001,3539,,,,,,,,,,,,,
,3539,-12.926311492919922,17,,,,,,,,,,,
0.001,3559,,,,,,,,,,,,,
,3559,-41.826236724853516,17,,,,,,,,,,,
0.001,3579,,,,,,,,,,,,,
